"#";"Grupo/Campo";"Grupo Pai";"Elem.";"Tipo";"Ocor.";"Tamanho";"Dec.";"Descrição"
"17";"infoTSVAlteracao";"evtTSVAltContr";"G";"-";"1";"-";"-";"TSVE - Alteração Contratual."
"18";"dtAlteracao";"infoTSVAlteracao";"E";"D";"1";"-";"-";"Preencher com a data da alteração das informações.
Validação: Não pode ser posterior a 180 (cento e oitenta) dias da data atual."
"19";"natAtividade";"infoTSVAlteracao";"E";"N";"0-1";"1";"-";"Natureza da atividade.
Valores válidos:
1 - Trabalho urbano
2 - Trabalho rural
Validação: Preenchimento obrigatório se o código de categoria no Registro de Eventos Trabalhistas - RET for igual a [201, 202, 401, 731, 734, 738]. Não deve ser preenchido se o código de categoria no RET for igual a [721, 722, 771, 901]."
"20";"infoComplementares";"infoTSVAlteracao";"G";"-";"0-1";"-";"-";"Grupo onde são fornecidas informações complementares, preenchidas conforme a categoria do TSVE."
"21";"cargoFuncao";"infoComplementares";"G";"-";"0-1";"-";"-";"Grupo que apresenta o cargo e/ou função ocupada pelo TSVE."
"22";"nmCargo";"cargoFuncao";"E";"C";"0-1";"1-100";"-";"Informar o nome do cargo.
Validação: Preenchimento obrigatório se o código de categoria no RET for diferente de [410]."
"23";"CBOCargo";"cargoFuncao";"E";"C";"0-1";"6";"-";"Informar a Classificação Brasileira de Ocupações - CBO relativa ao cargo.
Validação: Informação obrigatória e exclusiva se nmCargo for preenchido. Se informado, deve ser um código válido e existente na tabela de CBO, com 6 (seis) posições."
"24";"nmFuncao";"cargoFuncao";"E";"C";"0-1";"1-100";"-";"Informar o nome da função de confiança.
Validação: Preenchimento obrigatório se o código de categoria no RET for igual a [410] e não houver informação de nmCargo."
"25";"CBOFuncao";"cargoFuncao";"E";"C";"0-1";"6";"-";"Informar a CBO relativa à função de confiança/cargo em comissão.
Validação: Informação obrigatória e exclusiva se nmFuncao for preenchido. Se informado, deve ser um código válido e existente na tabela de CBO, com 6 (seis) posições."
"26";"remuneracao";"infoComplementares";"G";"-";"0-1";"-";"-";"Informações da remuneração e periodicidade de pagamento."
"27";"vrSalFx";"remuneracao";"E";"N";"1";"1-14";"2";"Salário base do trabalhador, correspondente à parte fixa da remuneração.
Validação: Se undSalFixo for igual a [7], preencher com 0 (zero)."
"28";"undSalFixo";"remuneracao";"E";"N";"1";"1";"-";"Unidade de pagamento da parte fixa da remuneração.
Valores válidos:
1 - Por hora
2 - Por dia
3 - Por semana
4 - Por quinzena
5 - Por mês
6 - Por tarefa
7 - Não aplicável - Salário exclusivamente variável"
"29";"dscSalVar";"remuneracao";"E";"C";"0-1";"1-999";"-";"Descrição do salário por tarefa ou variável e como este é calculado. Ex.: Comissões pagas no percentual de 10% sobre as vendas.
Validação: Preenchimento obrigatório se undSalFixo for igual a [6, 7]."
"30";"infoDirigenteSindical";"infoComplementares";"G";"-";"0-1";"-";"-";"Informações relativas ao dirigente sindical."
"31";"tpRegPrev";"infoDirigenteSindical";"E";"N";"1";"1";"-";"Tipo de regime previdenciário.
Valores válidos:
1 - Regime Geral de Previdência Social - RGPS
2 - Regime Próprio de Previdência Social - RPPS
3 - Regime de Previdência Social no exterior
Validação: Se infoDirigenteSindical/categOrig do evento S-2300 for relativa a "Empregado", não pode ser preenchido com [2]."
"32";"infoTrabCedido";"infoComplementares";"G";"-";"0-1";"-";"-";"Informações relativas ao trabalhador cedido/em exercício em outro órgão, preenchidas exclusivamente pelo cessionário/órgão de destino."
"33";"tpRegPrev";"infoTrabCedido";"E";"N";"1";"1";"-";"Tipo de regime previdenciário (ou Sistema de Proteção Social dos Militares das Forças Armadas).
Valores válidos:
1 - Regime Geral de Previdência Social - RGPS
2 - Regime Próprio de Previdência Social - RPPS
3 - Regime de Previdência Social no exterior
4 - Sistema de Proteção Social dos Militares das Forças Armadas - SPSMFA
Validação: Se infoTrabCedido/categOrig do evento S-2300 for relativa a "Empregado", não pode ser preenchido com [2, 4]."
"34";"infoMandElet";"infoComplementares";"G";"-";"0-1";"-";"-";"Informações relativas a servidor público exercente de mandato eletivo."
"35";"indRemunCargo";"infoMandElet";"E";"C";"0-1";"1";"-";"Indicar se o servidor optou pela remuneração do cargo efetivo.
Valores válidos:
S - Sim
N - Não
Validação: Informação obrigatória e exclusiva se CBOCargo = [111120, 111250, 111255])."
"36";"tpRegPrev";"infoMandElet";"E";"N";"1";"1";"-";"Tipo de regime previdenciário.
Valores válidos:
1 - Regime Geral de Previdência Social - RGPS
2 - Regime Próprio de Previdência Social - RPPS
3 - Regime de Previdência Social no exterior"
"37";"infoEstagiario";"infoComplementares";"G";"-";"0-1";"-";"-";"Informações relativas ao estagiário ou ao beneficiário do Programa Nacional de Prestação de Serviço Civil Voluntário."
"38";"natEstagio";"infoEstagiario";"E";"C";"1";"1";"-";"Natureza do estágio ou da prestação de serviço civil voluntário.
Valores válidos:
O - Obrigatório
N - Não obrigatório
Validação: Se o código de categoria for igual a [906], deve ser preenchido com [N]."
"39";"nivEstagio";"infoEstagiario";"E";"N";"0-1";"1";"-";"Informar o nível do estágio ou da prestação de serviço civil voluntário.
Valores válidos:
1 - Fundamental
2 - Médio
3 - Formação profissional
4 - Superior
8 - Especial
9 - Mãe social (Lei 7.644/1987)
Validação: Preenchimento obrigatório se o código de categoria for igual a [901]. Se o código de categoria for igual a [906], não pode ser informado [9]."
"40";"areaAtuacao";"infoEstagiario";"E";"C";"0-1";"1-100";"-";"Área de atuação do estagiário ou, no caso de prestação de serviço civil voluntário, jornada semanal do desempenho de atividades em formato decimal."
"41";"nrApol";"infoEstagiario";"E";"C";"0-1";"1-30";"-";"Número da apólice de seguro."
"42";"dtPrevTerm";"infoEstagiario";"E";"D";"1";"-";"-";"Data prevista para o término do estágio ou da prestação de serviço civil voluntário.
Validação: Deve ser uma data posterior à data de início do estágio ou da prestação de serviço civil voluntário."
"43";"instEnsino";"infoEstagiario";"G";"-";"1";"-";"-";"Instituição de ensino ou entidade de formação/qualificação."
"44";"cnpjInstEnsino";"instEnsino";"E";"C";"0-1";"14";"-";"Preencher com o CNPJ da instituição de ensino, no caso de estágio, ou da entidade de formação/qualificação, no caso de prestação de serviço civil voluntário. Deve ser preenchido apenas se a instituição/entidade for brasileira.
Validação: Se informado, deve ser um CNPJ válido, com 14 (catorze) algarismos."
"45";"nmRazao";"instEnsino";"E";"C";"0-1";"1-100";"-";"Informar a razão social.
Validação: Preenchimento obrigatório e exclusivo se o campo cnpjInstEnsino não estiver preenchido."
"46";"dscLograd";"instEnsino";"E";"C";"0-1";"1-100";"-";"Descrição do logradouro.
Validação: Preenchimento obrigatório e exclusivo se o campo cnpjInstEnsino não estiver preenchido."
"47";"nrLograd";"instEnsino";"E";"C";"0-1";"1-10";"-";"Número do logradouro.
Se não houver número a ser informado, preencher com "S/N".
Validação: Preenchimento obrigatório e exclusivo se o campo cnpjInstEnsino não estiver preenchido."
"48";"bairro";"instEnsino";"E";"C";"0-1";"1-90";"-";"Nome do bairro/distrito.
Validação: Preenchimento obrigatório e exclusivo se o campo cnpjInstEnsino não estiver preenchido."
"49";"cep";"instEnsino";"E";"C";"0-1";"8";"-";"Código de Endereçamento Postal - CEP.
Validação: Não informar se o campo cnpjInstEnsino estiver preenchido. Se informado, deve ser preenchido apenas com números, com 8 (oito) posições."
"50";"codMunic";"instEnsino";"E";"N";"0-1";"7";"-";"Preencher com o código do município, conforme tabela do IBGE.
Validação: Não informar se o campo cnpjInstEnsino estiver preenchido. Se informado, deve ser um código válido e existente na tabela do IBGE."
"51";"uf";"instEnsino";"E";"C";"0-1";"2";"-";"Preencher com a sigla da Unidade da Federação - UF.
Valores válidos: AC, AL, AP, AM, BA, CE, DF, ES, GO, MA, MT, MS, MG, PA, PB, PR, PE, PI, RJ, RN, RS, RO, RR, SC, SP, SE, TO
Validação: Não informar se o campo cnpjInstEnsino estiver preenchido."
"52";"ageIntegracao";"infoEstagiario";"G";"-";"0-1";"-";"-";"Agente de integração."
"53";"cnpjAgntInteg";"ageIntegracao";"E";"C";"1";"14";"-";"CNPJ do agente de integração.
Validação: Deve ser um CNPJ válido, com 14 (catorze) algarismos."
"54";"supervisorEstagio";"infoEstagiario";"G";"-";"0-1";"-";"-";"Supervisor do estágio."
"55";"cpfSupervisor";"supervisorEstagio";"E";"C";"1";"11";"-";"CPF do responsável pela supervisão do estagiário.
Validação: Deve ser um CPF válido."
