"#";"Grupo/Campo";"Grupo Pai";"Elem.";"Tipo";"Ocor.";"Tamanho";"Dec.";"Descrição"
"18";"indCoop";"infoCadastro";"E";"N";"0-1";"1";"-";"Indicativo de cooperativa.
Valores válidos:
0 - Não é cooperativa
1 - Cooperativa de trabalho
2 - Cooperativa de produção
3 - Outras cooperativas
Validação: O preenchimento do campo é exclusivo e obrigatório para PJ. Somente pode ser diferente de [0] se a natureza jurídica do declarante for igual a 214-3."
"19";"indConstr";"infoCadastro";"E";"N";"0-1";"1";"-";"Indicativo de construtora.
Valores válidos:
0 - Não é construtora
1 - Empresa construtora
Validação: O preenchimento do campo é exclusivo e obrigatório para PJ."
"20";"indDesFolha";"infoCadastro";"E";"N";"1";"1";"-";"Indicativo de desoneração da folha.
Valores válidos:
0 - Não aplicável
1 - Empresa enquadrada nos arts. 7º a 9º da Lei 12.546/2011
Validação: Pode ser igual a [1] apenas se classTrib = [02, 03, 99]. Nos demais casos, deve ser igual a [0]."
"21";"indOpcCP";"infoCadastro";"E";"N";"0-1";"1";"-";"Indicativo da opção pelo produtor rural pela forma de tributação da contribuição previdenciária, nos termos do art. 25, § 13, da Lei 8.212/1991 e do art. 25, § 7°, da Lei 8.870/1994. O não preenchimento deste campo por parte do produtor rural implica opção pela comercialização da sua produção.
Valores válidos:
1 - Sobre a comercialização da sua produção
2 - Sobre a folha de pagamento
Validação: Não preencher se classTrib for diferente de [07, 21]."
"22";"indPorte";"infoCadastro";"E";"C";"0-1";"1";"-";"Indicativo de microempresa - ME ou empresa de pequeno porte - EPP para permissão de acesso ao módulo simplificado. Não preencher caso o empregador não se enquadre como micro ou pequena empresa.
Valores válidos:
S - Sim
Validação: Não preencher se classTrib = [21, 22]."
"23";"indOptRegEletron";"infoCadastro";"E";"N";"1";"1";"-";"Indica se houve opção pelo registro eletrônico de empregados. Caso o declarante seja órgão público sem empregados regidos pela CLT, informar [0].
Valores válidos:
0 - Não optou pelo registro eletrônico de empregados (ou opção não aplicável)
1 - Optou pelo registro eletrônico de empregados"
"24";"cnpjEFR";"infoCadastro";"E";"C";"0-1";"14";"-";"CNPJ do Ente Federativo Responsável - EFR.
Validação: Preenchimento obrigatório e exclusivo se a natureza jurídica do declarante for Administração Pública (grupo [1]). Nesse caso, informar o campo com 14 (catorze) algarismos.
Informação validada no cadastro do CNPJ da RFB."
"25";"dtTrans11096";"infoCadastro";"E";"D";"0-1";"-";"-";"Data da transformação em sociedade de fins lucrativos - Lei 11.096/2005.
Validação: Não preencher se classTrib = [21, 22]."
"26";"indTribFolhaPisCofins";"infoCadastro";"E";"C";"0-1";"1";"-";"Indicador de tributação sobre a folha de pagamento - PIS e COFINS.
Preenchimento exclusivo para o empregador em situação de tributação de PIS e COFINS sobre a folha de pagamento.
Valores válidos:
S - Sim"
"27";"dadosIsencao";"infoCadastro";"G";"-";"0-1";"-";"-";"Informações complementares - Empresas isentas - Dados da isenção."
"28";"ideMinLei";"dadosIsencao";"E";"C";"1";"1-70";"-";"Sigla e nome do Ministério ou lei que concedeu o certificado."
"29";"nrCertif";"dadosIsencao";"E";"C";"1";"1-40";"-";"Número do Certificado de Entidade Beneficente de Assistência Social - CEBAS, número da portaria de concessão do certificado, ou, no caso de concessão através de lei específica, o número da lei."
"30";"dtEmisCertif";"dadosIsencao";"E";"D";"1";"-";"-";"Data de emissão do certificado/publicação da lei."
"31";"dtVencCertif";"dadosIsencao";"E";"D";"1";"-";"-";"Data de vencimento do certificado.
Validação: Não pode ser anterior a dtEmisCertif."
"32";"nrProtRenov";"dadosIsencao";"E";"C";"0-1";"1-40";"-";"Número do protocolo do pedido de renovação."
"33";"dtProtRenov";"dadosIsencao";"E";"D";"0-1";"-";"-";"Data do protocolo de renovação."
"34";"dtDou";"dadosIsencao";"E";"D";"0-1";"-";"-";"Data de publicação no Diário Oficial da União - DOU."
"35";"pagDou";"dadosIsencao";"E";"N";"0-1";"1-5";"-";"Número da página no DOU referente à publicação do documento de concessão do certificado."
"36";"infoOrgInternacional";"infoCadastro";"G";"-";"0-1";"-";"-";"Informações exclusivas de organismos internacionais e outras instituições extraterritoriais."
"37";"indAcordoIsenMulta";"infoOrgInternacional";"E";"N";"1";"1";"-";"Indicativo da existência de acordo internacional para isenção de multa.
Valores válidos:
0 - Sem acordo
1 - Com acordo"
"38";"alteracao";"infoEmpregador";"G";"-";"0-1";"-";"-";"Alteração das informações."
"39";"idePeriodo";"alteracao";"G";"-";"1";"-";"-";"Período de validade das informações."
"...";"";"";"";"";"";"";"";"Ver: inclusao > idePeriodo"
"40";"infoCadastro";"alteracao";"G";"-";"1";"-";"-";"Detalhamento das informações do empregador."
"...";"";"";"";"";"";"";"";"Ver: inclusao > infoCadastro"
"41";"novaValidade";"alteracao";"G";"-";"0-1";"-";"-";"Informação preenchida exclusivamente em caso de alteração do período de validade das informações, apresentando o novo período de validade."
"...";"";"";"";"";"";"";"";"Ver: inclusao > idePeriodo"
"42";"exclusao";"infoEmpregador";"G";"-";"0-1";"-";"-";"Exclusão das informações."
"43";"idePeriodo";"exclusao";"G";"-";"1";"-";"-";"Período de validade das informações."
"...";"";"";"";"";"";"";"";"Ver: inclusao > idePeriodo"
