"#";"Grupo/Campo";"Grupo Pai";"Elem.";"Tipo";"Ocor.";"Tamanho";"Dec.";"Descrição"
"41";"nrInsc";"ideAdv";"E";"C";"1";"11 ou 14";"-";"Informar o número de inscrição do advogado.
Validação: Deve ser um número de inscrição válido, de acordo com o tipo de inscrição indicado no campo ideAdv/tpInsc, considerando as particularidades aplicadas à informação de CNPJ de órgão público em S-1000.
Se ideAdv/tpInsc = [1], deve possuir 14 (catorze) algarismos e, no caso de declarante pessoa jurídica, ser diferente do CNPJ base do empregador (exceto se ideEmpregador/nrInsc tiver 14 (catorze) algarismos).
Se ideAdv/tpInsc = [2], deve possuir 11 (onze) algarismos e, no caso de declarante pessoa física, ser diferente do CPF do empregador."
"42";"vlrAdv";"ideAdv";"E";"N";"0-1";"1-14";"2";"Valor da despesa com o advogado, se houver."
"43";"ideEstabLot";"dmDev";"G";"-";"1-99";"-";"-";"Identificação do estabelecimento e da lotação nos quais o trabalhador possui remuneração no período de apuração."
"44";"tpInsc";"ideEstabLot";"E";"N";"1";"1";"-";"Preencher com o código correspondente ao tipo de inscrição do estabelecimento, de acordo com as opções da Tabela 05.
Valores válidos:
1 - CNPJ
4 - CNO"
"45";"nrInsc";"ideEstabLot";"E";"C";"1";"12 ou 14";"-";"Informar o número de inscrição do estabelecimento do contribuinte de acordo com o tipo de inscrição indicado no campo ideEstabLot/tpInsc.
Validação: A inscrição informada deve ser compatível com ideEstabLot/tpInsc."
"46";"codLotacao";"ideEstabLot";"E";"C";"1";"1-30";"-";"Informar o código atribuído pelo empregador para a lotação tributária."
"47";"detVerbas";"ideEstabLot";"G";"-";"1-200";"-";"-";"Detalhamento das verbas rescisórias devidas ao trabalhador. Deve haver pelo menos uma rubrica de folha, mesmo que o valor líquido a ser pago ao trabalhador seja 0 (zero) em função de descontos."
"48";"codRubr";"detVerbas";"E";"C";"1";"1-30";"-";"Informar o código atribuído pelo empregador que identifica a rubrica em sua folha de pagamento ou o código da rubrica constante da Tabela de Rubricas Padrão.
Validação: Não pode ser utilizada rubrica:
a) cujo codIncCP em S-1010 seja igual a [25, 26, 51];
b) cuja natRubr em S-1010 seja igual a [1801, 9220], desde que mês/ano de dtTerm >= [2021-07]."
"49";"ideTabRubr";"detVerbas";"E";"C";"1";"1-8";"-";"Preencher com o identificador da Tabela de Rubricas para a rubrica definida em codRubr."
"50";"qtdRubr";"detVerbas";"E";"N";"0-1";"1-12";"2";"Informar a quantidade de referência para apuração (em horas, cotas, meses, etc.). Ex.: Quantidade de horas extras trabalhadas relacionada com uma rubrica de hora extra, quantidade de dias trabalhados relacionada com uma rubrica de salário, etc.
Validação: Deve ser maior que 0 (zero)."
"51";"fatorRubr";"detVerbas";"E";"N";"0-1";"1-5";"2";"Informar o fator, percentual, etc. da rubrica, quando necessário. Ex.: Adicional de horas extras 50%, relacionado a uma rubrica de horas extras: Fator = 50.
Validação: Deve ser maior que 0 (zero)."
"52";"vrRubr";"detVerbas";"E";"N";"1";"1-14";"2";"Valor total da rubrica.
Validação: Deve ser maior que 0 (zero)."
"53";"indApurIR";"detVerbas";"E";"N";"0-1";"1";"-";"Indicativo de tipo de apuração de IR.
Valores válidos:
0 - Normal (apuração sob a folha de pagamento declarada no eSocial)
1 - Situação especial de apuração de IR
Validação: Informação obrigatória e exclusiva se mês/ano de dtTerm >= [2021-07]."
"54";"infoSimples";"ideEstabLot";"G";"-";"0-1";"-";"-";"Informação relativa a empresas enquadradas no regime de tributação Simples Nacional."
"55";"indSimples";"infoSimples";"E";"N";"1";"1";"-";"Indicador de contribuição substituída.
Valores válidos:
1 - Contribuição substituída integralmente
2 - Contribuição não substituída
3 - Contribuição não substituída concomitante com contribuição substituída"
"56";"procJudTrab";"verbasResc";"G";"-";"0-99";"-";"-";"Informações sobre a existência de processos judiciais do trabalhador com decisão favorável quanto à não incidência de contribuições sociais e/ou Imposto de Renda."
"57";"tpTrib";"procJudTrab";"E";"N";"1";"1";"-";"Abrangência da decisão.
Valores válidos:
1 - IRRF
2 - Contribuições sociais do trabalhador"
"58";"nrProcJud";"procJudTrab";"E";"C";"1";"20";"-";"Informar um número de processo judicial cadastrado através do evento S-1070, cujo indMatProc seja igual a [1].
Validação: Deve ser um número de processo judicial válido e existente na Tabela de Processos (S-1070), com indMatProc = [1]."
"59";"codSusp";"procJudTrab";"E";"N";"1";"1-14";"-";"Código do indicativo da suspensão, atribuído pelo empregador em S-1070.
Validação: A informação prestada deve estar de acordo com o que foi informado em S-1070."
"60";"infoMV";"verbasResc";"G";"-";"0-1";"-";"-";"Grupo preenchido exclusivamente em caso de trabalhador que possua outros vínculos/atividades nos quais já tenha ocorrido desconto de contribuição previdenciária."
"61";"indMV";"infoMV";"E";"N";"1";"1";"-";"Indicador de desconto da contribuição previdenciária do trabalhador.
Valores válidos:
1 - O declarante aplica a(s) alíquota(s) de desconto do segurado sobre a remuneração por ele informada (o percentual da(s) alíquota(s) será(ão) obtido(s) considerando a remuneração total do trabalhador)
2 - O declarante aplica a(s) alíquota(s) de desconto do segurado sobre a diferença entre o limite máximo do salário de contribuição e a remuneração de outra(s) empresa(s) para as quais o trabalhador informou que houve o desconto
3 - O declarante não realiza desconto do segurado, uma vez que houve desconto sobre o limite máximo de salário de contribuição em outra(s) empresa(s)"
"62";"remunOutrEmpr";"infoMV";"G";"-";"1-999";"-";"-";"Informações relativas ao trabalhador que possui vínculo empregatício com outra(s) empresa(s) e/ou que exerce outras atividades como contribuinte individual, detalhando as empresas que efetuaram (ou efetuarão) desconto da contribuição."
"63";"tpInsc";"remunOutrEmpr";"E";"N";"1";"1";"-";"Preencher com o código correspondente ao tipo de inscrição, conforme Tabela 05.
Valores válidos:
1 - CNPJ
2 - CPF"
"64";"nrInsc";"remunOutrEmpr";"E";"C";"1";"11 ou 14";"-";"Informar o número de inscrição do contribuinte de acordo com o tipo de inscrição indicado no campo remunOutrEmpr/tpInsc.
Validação: a) Se remunOutrEmpr/tpInsc = [1], deve ser um CNPJ válido, diferente do CNPJ base indicado no evento de Informações do Empregador (S-1000) e dos estabelecimentos informados através do evento S-1005.
b) Se remunOutrEmpr/tpInsc = [2], deve ser um CPF válido e diferente do CPF do trabalhador e ainda, caso o empregador seja pessoa física, diferente do CPF do empregador."
"65";"codCateg";"remunOutrEmpr";"E";"N";"1";"3";"-";"Preencher com o código da categoria do trabalhador na qual houve a remuneração.
Validação: Deve ser um código válido e existente na Tabela 01."
"66";"vlrRemunOE";"remunOutrEmpr";"E";"N";"1";"1-14";"2";"Preencher com o valor da remuneração recebida pelo trabalhador na outra empresa/atividade, sobre a qual houve desconto/recolhimento da contribuição do segurado.
Validação: Deve ser maior que 0 (zero)."
"67";"remunAposTerm";"infoTSVTermino";"G";"-";"0-1";"-";"-";"Informações sobre a "quarentena" remunerada de trabalhador desligado ou outra situação de término com data anterior.
O grupo deve ser preenchido apenas no caso do trabalhador que recebe remuneração após o desligamento por estar impossibilitado de exercer atividade remunerada ou no caso de término reconhecido judicialmente com data anterior a competências com remunerações já informadas no eSocial."
"68";"indRemun";"remunAposTerm";"E";"N";"0-1";"1";"-";"Indicativo de situação de remuneração após o término.
Valores válidos:
1 - Quarentena
2 - Término reconhecido judicialmente com data anterior a competências com remunerações já informadas no eSocial
Validação: Informação obrigatória se dtTerm >= [2023-01-16]."
"69";"dtFimRemun";"remunAposTerm";"E";"D";"1";"-";"-";"Preencher com a data final da quarentena a que está sujeito o trabalhador. No caso de término reconhecido judicialmente com data anterior a competências com remunerações já informadas no eSocial, informar o último dia trabalhado.
Validação: Deve ser uma data posterior a dtTerm."
