"#";"Grupo/Campo";"Grupo Pai";"Elem.";"Tipo";"Ocor.";"Tamanho";"Dec.";"Descrição"
"22";"codIncCP";"dadosRubrica";"E";"C";"1";"2";"-";"Código de incidência tributária da rubrica para a Previdência Social.
Valores válidos:
00 - Não é base de cálculo
01 - Não é base de cálculo em função de acordos internacionais de previdência social

Base de cálculo das contribuições sociais - Salário de contribuição:
11 - Mensal
12 - 13º salário
13 - Exclusiva do empregador - Mensal
14 - Exclusiva do empregador - 13° salário
15 - Exclusiva do segurado - Mensal
16 - Exclusiva do segurado - 13° salário
21 - Salário-maternidade mensal, pago pelo empregador
22 - Salário-maternidade 13º salário, pago pelo empregador
25 - Salário-maternidade mensal, pago pelo INSS
26 - Salário-maternidade 13° salário, pago pelo INSS

Contribuição descontada do segurado sobre salário de contribuição:
31 - Mensal
32 - 13º salário
34 - SEST
35 - SENAT

Outros:
51 - Salário-família

Suspensão de incidência sobre salário de contribuição em decorrência de decisão judicial:
91 - Mensal
92 - 13º salário
93 - Salário-maternidade
94 - Salário-maternidade 13º salário
95 - Exclusiva do empregador - Mensal
96 - Exclusiva do empregador - 13º salário
97 - Exclusiva do empregador - Salário-maternidade
98 - Exclusiva do empregador - Salário-maternidade 13º salário
Validação: Para utilização de código [91, 92, 93, 94, 95, 96, 97, 98], é necessária a existência de grupo com informações relativas ao processo."
"23";"codIncIRRF";"dadosRubrica";"E";"N";"1";"1-4";"-";"Código de incidência tributária da rubrica para o Imposto de Renda Retido na Fonte - IRRF.
Validação: Deve ser um código válido e existente na Tabela 21.
Para utilização de código [9X] ou [9XXX], é necessária a existência de grupo com informações relativas ao processo."
"24";"codIncFGTS";"dadosRubrica";"E";"C";"1";"2";"-";"Código de incidência da rubrica para o Fundo de Garantia do Tempo de Serviço - FGTS.
Valores válidos:
00 - Não é base de cálculo do FGTS
11 - Base de cálculo do FGTS mensal
12 - Base de cálculo do FGTS 13° salário
21 - Base de cálculo do FGTS aviso prévio indenizado
91 - Incidência suspensa em decorrência de decisão judicial - FGTS mensal
92 - Incidência suspensa em decorrência de decisão judicial - FGTS 13º salário
93 - Incidência suspensa em decorrência de decisão judicial - FGTS aviso prévio indenizado
Validação: Para utilização de código [91, 92, 93], é necessária a existência de grupo com informações relativas ao processo."
"25";"codIncCPRP";"dadosRubrica";"E";"C";"0-1";"2";"-";"Código de incidência da rubrica para as contribuições do Regime Próprio de Previdência Social - RPPS ou do Sistema de Proteção Social dos Militares das Forças Armadas - SPSMFA.
Valores válidos:
00 - Não é base de cálculo de contribuições devidas
11 - Base de cálculo de contribuições devidas
12 - Base de cálculo de contribuições devidas - 13º salário
31 - Contribuição descontada do segurado ou beneficiário
32 - Contribuição descontada do segurado ou beneficiário - 13º salário
91 - Suspensão de incidência em decorrência de decisão judicial
92 - Suspensão de incidência em decorrência de decisão judicial - 13º salário"
"26";"tetoRemun";"dadosRubrica";"E";"C";"0-1";"1";"-";"Informar se a rubrica compõe o teto remuneratório específico (art. 37, XI, da CF/1988).
Valores válidos:
S - Sim
N - Não
Validação: Preenchimento obrigatório se a natureza jurídica do declarante for Administração Pública (grupo [1])."
"27";"observacao";"dadosRubrica";"E";"C";"0-1";"1-255";"-";"Observações relacionadas à rubrica ou à sua utilização."
"28";"ideProcessoCP";"dadosRubrica";"G";"-";"0-99";"-";"-";"Caso a empresa possua processo administrativo ou judicial com decisão/sentença favorável, determinando a não incidência de contribuição previdenciária relativa à rubrica identificada no evento, as informações deverão ser incluídas neste grupo, e o detalhamento do processo deverá ser efetuado através de evento específico na Tabela de Processos (S-1070)."
"29";"tpProc";"ideProcessoCP";"E";"N";"1";"1";"-";"Preencher com o código correspondente ao tipo de processo.
Valores válidos:
1 - Administrativo
2 - Judicial"
"30";"nrProc";"ideProcessoCP";"E";"C";"1";"17, 20 ou 21";"-";"Informar um número de processo cadastrado através do evento S-1070, cujo indMatProc seja igual a [1].
Validação: Deve ser um número de processo administrativo ou judicial válido e existente na Tabela de Processos (S-1070), com indMatProc = [1]."
"31";"extDecisao";"ideProcessoCP";"E";"N";"1";"1";"-";"Extensão da decisão/sentença.
Valores válidos:
1 - Contribuição previdenciária patronal
2 - Contribuição previdenciária patronal + descontada dos segurados"
"32";"codSusp";"ideProcessoCP";"E";"N";"1";"1-14";"-";"Código do indicativo da suspensão, atribuído pelo empregador em S-1070.
Validação: A informação prestada deve estar de acordo com o que foi informado em S-1070."
"33";"ideProcessoIRRF";"dadosRubrica";"G";"-";"0-99";"-";"-";"Caso a empresa possua processo judicial com decisão/sentença favorável, determinando a não incidência de imposto de renda relativo à rubrica identificada no evento, as informações deverão ser incluídas neste grupo, e o detalhamento do processo deverá ser efetuado através de evento específico na Tabela de Processos (S-1070)."
"34";"nrProc";"ideProcessoIRRF";"E";"C";"1";"20";"-";"Informar um número de processo judicial cadastrado através do evento S-1070, cujo indMatProc seja igual a [1].
Validação: Deve ser um número de processo judicial válido e existente na Tabela de Processos (S-1070), com indMatProc = [1]."
"35";"codSusp";"ideProcessoIRRF";"E";"N";"1";"1-14";"-";"Código do indicativo da suspensão, atribuído pelo empregador em S-1070.
Validação: A informação prestada deve estar de acordo com o que foi informado em S-1070."
"36";"ideProcessoFGTS";"dadosRubrica";"G";"-";"0-99";"-";"-";"Caso a empresa possua processo judicial com decisão/sentença favorável, determinando a não incidência de FGTS relativo à rubrica identificada no evento, as informações deverão ser incluídas neste grupo, e o detalhamento do processo deverá ser efetuado através de evento específico na Tabela de Processos (S-1070)."
"37";"nrProc";"ideProcessoFGTS";"E";"C";"1";"20";"-";"Informar um número de processo judicial cadastrado através do evento S-1070, cujo indMatProc seja igual a [1, 7].
Validação: Deve ser um número de processo judicial válido e existente na Tabela de Processos (S-1070), com indMatProc = [1, 7]."
"38";"alteracao";"infoRubrica";"G";"-";"0-1";"-";"-";"Alteração das informações."
"39";"ideRubrica";"alteracao";"G";"-";"1";"-";"-";"Identificação da rubrica e período de validade das informações."
"...";"";"";"";"";"";"";"";"Ver: inclusao > ideRubrica"
"40";"dadosRubrica";"alteracao";"G";"-";"1";"-";"-";"Detalhamento das informações da rubrica."
"...";"";"";"";"";"";"";"";"Ver: inclusao > dadosRubrica"
"41";"novaValidade";"alteracao";"G";"-";"0-1";"-";"-";"Informação preenchida exclusivamente em caso de alteração do período de validade das informações, apresentando o novo período de validade."
"42";"iniValid";"novaValidade";"E";"C";"1";"7";"-";"Preencher com o mês e ano de início da validade das informações prestadas no evento, no formato AAAA-MM.
Validação: Deve ser uma data válida, igual ou posterior à data de início de obrigatoriedade deste evento para o empregador no eSocial, no formato AAAA-MM."
"43";"fimValid";"novaValidade";"E";"C";"0-1";"7";"-";"Preencher com o mês e ano de término da validade das informações, se houver.
Validação: Se informado, deve estar no formato AAAA-MM e ser um período igual ou posterior a iniValid."
"44";"exclusao";"infoRubrica";"G";"-";"0-1";"-";"-";"Exclusão das informações."
"45";"ideRubrica";"exclusao";"G";"-";"1";"-";"-";"Identificação da rubrica e período de validade das informações."
"...";"";"";"";"";"";"";"";"Ver: inclusao > ideRubrica"
