"#";"Grupo/Campo";"Grupo Pai";"Elem.";"Tipo";"Ocor.";"Tamanho";"Dec.";"Descrição"
"25";"tpLograd";"brasil";"E";"C";"0-1";"1-4";"-";"Tipo de logradouro.
Validação: Se informado, deve ser um código válido e existente na Tabela 20."
"26";"dscLograd";"brasil";"E";"C";"1";"1-100";"-";"Descrição do logradouro."
"27";"nrLograd";"brasil";"E";"C";"1";"1-10";"-";"Número do logradouro.
Se não houver número a ser informado, preencher com "S/N"."
"28";"complemento";"brasil";"E";"C";"0-1";"1-30";"-";"Complemento do logradouro."
"29";"bairro";"brasil";"E";"C";"0-1";"1-90";"-";"Nome do bairro/distrito."
"30";"cep";"brasil";"E";"C";"1";"8";"-";"Código de Endereçamento Postal - CEP.
Validação: Deve ser preenchido apenas com números, com 8 (oito) posições."
"31";"codMunic";"brasil";"E";"N";"1";"7";"-";"Preencher com o código do município, conforme tabela do IBGE.
Validação: Deve ser um código válido e existente na tabela do IBGE."
"32";"uf";"brasil";"E";"C";"1";"2";"-";"Preencher com a sigla da Unidade da Federação - UF.
Valores válidos: AC, AL, AP, AM, BA, CE, DF, ES, GO, MA, MT, MS, MG, PA, PB, PR, PE, PI, RJ, RN, RS, RO, RR, SC, SP, SE, TO"
"33";"exterior";"endereco";"G";"-";"0-1";"-";"-";"Endereço no exterior."
"34";"paisResid";"exterior";"E";"C";"1";"3";"-";"Preencher com o código do país.
Validação: Deve ser um código válido e existente na Tabela 06."
"35";"dscLograd";"exterior";"E";"C";"1";"1-100";"-";"Descrição do logradouro."
"36";"nrLograd";"exterior";"E";"C";"1";"1-10";"-";"Número do logradouro.
Se não houver número a ser informado, preencher com "S/N"."
"37";"complemento";"exterior";"E";"C";"0-1";"1-30";"-";"Complemento do logradouro."
"38";"bairro";"exterior";"E";"C";"0-1";"1-90";"-";"Nome do bairro/distrito."
"39";"nmCid";"exterior";"E";"C";"1";"2-50";"-";"Nome da cidade."
"40";"codPostal";"exterior";"E";"C";"0-1";"4-12";"-";"Código de Endereçamento Postal."
"41";"dependente";"beneficiario";"G";"-";"0-99";"-";"-";"Informações dos dependentes."
"42";"tpDep";"dependente";"E";"C";"1";"2";"-";"Tipo de dependente.
Validação: Deve ser um código válido e existente na Tabela 07."
"43";"nmDep";"dependente";"E";"C";"1";"2-70";"-";"Nome do dependente."
"44";"dtNascto";"dependente";"E";"D";"1";"-";"-";"Preencher com a data de nascimento.
Validação: Deve ser maior ou igual que 01/01/1890 e menor ou igual à data atual."
"45";"cpfDep";"dependente";"E";"C";"0-1";"11";"-";"Número de inscrição no CPF.
Validação: Deve ser um número de CPF válido, observando o que segue:
a) O preenchimento é obrigatório se depIRRF = [S];
b) Não pode haver mais de um dependente com o mesmo número de CPF."
"46";"sexoDep";"dependente";"E";"C";"0-1";"1";"-";"Sexo do dependente.
Valores válidos:
M - Masculino
F - Feminino
Validação: Informação obrigatória se dtInicio for posterior ao início da obrigatoriedade dos eventos não periódicos para o ente público no eSocial."
"47";"depIRRF";"dependente";"E";"C";"1";"1";"-";"Informar se é dependente do beneficiário para fins de dedução de seu rendimento tributável pelo Imposto de Renda.
Valores válidos:
S - Sim
N - Não"
"48";"incFisMen";"dependente";"E";"C";"1";"1";"-";"Informar se o dependente é pessoa com doença incapacitante, na forma da lei.
Valores válidos:
S - Sim
N - Não"
