"#";"Grupo/Campo";"Grupo Pai";"Elem.";"Tipo";"Ocor.";"Tamanho";"Dec.";"Descrição"
"21";"dtIniBeneficio";"infoBenInicio";"E";"D";"1";"-";"-";"Data de início do benefício.
Validação: Deve observar o que segue:
a) Se cadIni = [S], deve ser anterior à data de início da obrigatoriedade dos eventos não periódicos para o ente público no eSocial;
b) Se cadIni = [N], deve ser igual ou posterior à data de início da obrigatoriedade dos eventos não periódicos para o ente público no eSocial e igual ou anterior à data atual."
"22";"dtPublic";"infoBenInicio";"E";"D";"0-1";"-";"-";"Informar a data de publicação da concessão do benefício, somente quando o ato concessório tiver vigência retroativa.
Validação: Deve ser posterior a dtIniBeneficio."
"23";"dadosBeneficio";"infoBenInicio";"G";"-";"1";"-";"-";"Dados relativos ao benefício."
"24";"tpBeneficio";"dadosBeneficio";"E";"C";"1";"4";"-";"Tipo de benefício.
Validação: Deve ser um código válido e existente na Tabela 25. Se cadIni = [N], não é permitido utilizar código do grupo [08] dessa tabela."
"25";"tpPlanRP";"dadosBeneficio";"E";"N";"1";"1";"-";"Tipo de plano de segregação da massa.
Valores válidos:
0 - Sem segregação da massa
1 - Fundo em capitalização
2 - Fundo em repartição
3 - Mantido pelo Tesouro"
"26";"dsc";"dadosBeneficio";"E";"C";"0-1";"1-255";"-";"Descrição do instrumento ou situação que originou o pagamento do benefício.
Validação: Preenchimento obrigatório se tpBeneficio = [0909, 1001, 1009]."
"27";"indDecJud";"dadosBeneficio";"E";"C";"0-1";"1";"-";"Informar se o benefício foi concedido por determinação judicial.
Valores válidos:
S - Sim
N - Não
Validação: Preenchimento obrigatório se cadIni = [N]."
"28";"infoPenMorte";"dadosBeneficio";"G";"-";"0-1";"-";"-";"Informações relativas à pensão por morte."
"29";"tpPenMorte";"infoPenMorte";"E";"N";"1";"1";"-";"Tipo de pensão por morte.
Valores válidos:
1 - Vitalícia
2 - Temporária"
"30";"instPenMorte";"infoPenMorte";"G";"-";"0-1";"-";"-";"Informações do instituidor da pensão por morte."
"31";"cpfInst";"instPenMorte";"E";"C";"1";"11";"-";"Preencher com o CPF do instituidor da pensão por morte.
Validação: Deve ser um CPF válido e diferente do CPF do beneficiário."
"32";"dtInst";"instPenMorte";"E";"D";"1";"-";"-";"Data de óbito do instituidor da pensão por morte."
"33";"sucessaoBenef";"infoBenInicio";"G";"-";"0-1";"-";"-";"Grupo de informações de transferência de benefício."
"34";"cnpjOrgaoAnt";"sucessaoBenef";"E";"C";"1";"14";"-";"Informar o CNPJ do órgão público anterior.
Validação: Deve ser um CNPJ válido e diferente da inscrição do declarante, considerando as particularidades aplicadas à informação de CNPJ de órgão público em S-1000. Além disso, deve possuir 14 (catorze) algarismos e ser diferente do CNPJ base do órgão público declarante (exceto se ideEmpregador/nrInsc tiver 14 (catorze) algarismos) e dos estabelecimentos informados através do evento S-1005."
"35";"nrBeneficioAnt";"sucessaoBenef";"E";"C";"1";"1-20";"-";"Número do benefício no ente público anterior."
"36";"dtTransf";"sucessaoBenef";"E";"D";"1";"-";"-";"Preencher com a data da transferência do benefício para o órgão público declarante.
Validação: Devem ser observadas as seguintes regras:
a) Deve ser posterior à data de início do benefício;
b) Deve ser igual ou posterior à data de início da obrigatoriedade dos eventos não periódicos para o ente público no eSocial e igual ou anterior à data atual."
"37";"observacao";"sucessaoBenef";"E";"C";"0-1";"1-255";"-";"Observação."
"38";"mudancaCPF";"infoBenInicio";"G";"-";"0-1";"-";"-";"Informações de mudança de CPF do beneficiário."
"39";"cpfAnt";"mudancaCPF";"E";"C";"1";"11";"-";"Preencher com o número do CPF antigo do beneficiário."
"40";"nrBeneficioAnt";"mudancaCPF";"E";"C";"1";"1-20";"-";"Preencher com o número do benefício anterior."
"41";"dtAltCPF";"mudancaCPF";"E";"D";"1";"-";"-";"Data de alteração do CPF."
"42";"observacao";"mudancaCPF";"E";"C";"0-1";"1-255";"-";"Observação."
"43";"infoBenTermino";"infoBenInicio";"G";"-";"0-1";"-";"-";"Informações da cessação do benefício.
Grupo preenchido exclusivamente caso seja necessário enviar evento de reativação de benefício cessado antes do início dos eventos não periódicos para o ente público no eSocial ou para informação de diferenças de proventos e pensões devidos sob a vigência dos eventos periódicos para o ente público no eSocial."
"44";"dtTermBeneficio";"infoBenTermino";"E";"D";"1";"-";"-";"Data de cessação do benefício.
Validação: Devem ser observadas as seguintes regras:
a) Deve ser igual ou posterior à data de início do benefício;
b) Se cadIni = [S], deve ser anterior à data de início da obrigatoriedade dos eventos não periódicos para o ente público no eSocial;
c) Se indSitBenef = [2], deve ser anterior a dtTransf."
"45";"mtvTermino";"infoBenTermino";"E";"C";"1";"2";"-";"Motivo da cessação do benefício.
Validação: Deve ser um código válido e existente na Tabela 26, com exceção dos códigos [09, 10]."
