"#";"Grupo/Campo";"Grupo Pai";"Elem.";"Tipo";"Ocor.";"Tamanho";"Dec.";"Descrição"
"12";"ideEmpregador";"evtComProd";"G";"-";"1";"-";"-";"Informações de identificação do empregador."
"13";"tpInsc";"ideEmpregador";"E";"N";"1";"1";"-";"Preencher com o código correspondente ao tipo de inscrição, conforme Tabela 05.
Valores válidos:
2 - CPF"
"14";"nrInsc";"ideEmpregador";"E";"C";"1";"11";"-";"Informar o número de inscrição do contribuinte de acordo com o tipo de inscrição indicado no campo ideEmpregador/tpInsc e conforme informado em S-1000."
"15";"infoComProd";"evtComProd";"G";"-";"1";"-";"-";"Informação da comercialização de produção."
"16";"ideEstabel";"infoComProd";"G";"-";"1";"-";"-";"Identificação do estabelecimento que comercializou a produção."
"17";"nrInscEstabRural";"ideEstabel";"E";"C";"1";"14";"-";"Preencher com o número de inscrição no CAEPF do estabelecimento rural.
Validação: Deve ser um número de inscrição válido e existente na Tabela de Estabelecimentos (S-1005)."
"18";"tpComerc";"ideEstabel";"G";"-";"1-5";"-";"-";"Valor total da comercialização por "tipo" de comercialização."
"19";"indComerc";"tpComerc";"E";"N";"1";"1";"-";"Indicativo de comercialização.
Valores válidos:
2 - Comercialização da produção efetuada diretamente no varejo a consumidor final ou a outro produtor rural pessoa física por produtor rural pessoa física, inclusive por segurado especial, ou por pessoa física não produtor rural
3 - Comercialização da produção por prod. rural PF/seg. especial - Vendas a PJ (exceto entidade inscrita no Programa de Aquisição de Alimentos - PAA) ou a intermediário PF
7 - Comercialização da produção isenta de acordo com a Lei 13.606/2018 efetuada diretamente no varejo a consumidor final ou a outro produtor rural pessoa física por produtor rural pessoa física, inclusive por segurado especial, ou por pessoa física não produtor rural
8 - Comercialização da produção da pessoa física/segurado especial para entidade inscrita no PAA
9 - Comercialização da produção no mercado externo"
"20";"vrTotCom";"tpComerc";"E";"N";"1";"1-14";"2";"Preencher com o valor total da comercialização.
Validação: Deve ser maior que 0 (zero)."
"21";"ideAdquir";"tpComerc";"G";"-";"0-9999";"-";"-";"Identificação dos adquirentes da produção."
"22";"tpInsc";"ideAdquir";"E";"N";"1";"1";"-";"Preencher com o código correspondente ao tipo de inscrição, conforme Tabela 05.
Valores válidos:
1 - CNPJ
2 - CPF
Validação: Se indComerc for igual a [3, 7], deve ser igual a [1, 2]. Se indComerc for igual a [8], deve ser igual a [1]."
"23";"nrInsc";"ideAdquir";"E";"C";"1";"11 ou 14";"-";"Informar o número de inscrição do contribuinte de acordo com o tipo de inscrição indicado no campo ideAdquir/tpInsc.
Validação: A inscrição informada deve ser compatível com o ideAdquir/tpInsc e diferente da inscrição do declarante."
"24";"vrComerc";"ideAdquir";"E";"N";"1";"1-14";"2";"Valor bruto da comercialização da produção.
Validação: Deve ser maior que 0 (zero)."
"25";"nfs";"ideAdquir";"G";"-";"0-999";"-";"-";"Detalhamento das notas fiscais relativas à comercialização de produção com o adquirente identificado no grupo superior."
"26";"serie";"nfs";"E";"C";"0-1";"1-5";"-";"Informar o número de série da nota fiscal/fatura."
"27";"nrDocto";"nfs";"E";"C";"1";"1-20";"-";"Número da nota fiscal/fatura."
"28";"dtEmisNF";"nfs";"E";"D";"1";"-";"-";"Data de emissão da nota fiscal/fatura.
Validação: O mês/ano da emissão da nota fiscal deve ser igual ao mês/ano indicado no registro de abertura do arquivo."
"29";"vlrBruto";"nfs";"E";"N";"1";"1-14";"2";"Preencher com o valor bruto da(s) nota(s) fiscal(is)."
"30";"vrCPDescPR";"nfs";"E";"N";"1";"1-14";"2";"Preencher com o valor da contribuição previdenciária descontada pelo adquirente na comercialização de produção. Se não houver informação, preencher com 0 (zero)."
"31";"vrRatDescPR";"nfs";"E";"N";"1";"1-14";"2";"Valor da contribuição destinada ao financiamento dos benefícios concedidos em razão do grau de incidência da incapacidade laborativa decorrente dos riscos ambientais do trabalho, incidente sobre a comercialização de produção rural de produtor rural. Se não houver informação, preencher com 0 (zero)."
"32";"vrSenarDesc";"nfs";"E";"N";"1";"1-14";"2";"Valor da contribuição destinada ao SENAR, incidente sobre a comercialização de produção rural de produtor rural pessoa física/segurado especial. Se não houver informação, preencher com 0 (zero)."
"33";"infoProcJud";"tpComerc";"G";"-";"0-10";"-";"-";"Informações de processos judiciais com decisão/sentença favorável ao contribuinte e relativos à contribuição incidente sobre a comercialização."
"34";"tpProc";"infoProcJud";"E";"N";"1";"1";"-";"Preencher com o código correspondente ao tipo de processo.
Valores válidos:
1 - Administrativo
2 - Judicial"
"35";"nrProc";"infoProcJud";"E";"C";"1";"17, 20 ou 21";"-";"Informar um número de processo cadastrado através do evento S-1070, cujo indMatProc seja igual a [1].
Validação: Deve ser um número de processo administrativo ou judicial válido e existente na Tabela de Processos (S-1070), com indMatProc = [1]."
"36";"codSusp";"infoProcJud";"E";"N";"1";"1-14";"-";"Código do indicativo da suspensão, atribuído pelo empregador em S-1070.
Validação: A informação prestada deve estar de acordo com o que foi informado em S-1070."
"37";"vrCPSusp";"infoProcJud";"E";"N";"0-1";"1-14";"2";"Valor da contribuição previdenciária com exigibilidade suspensa.
Validação: Preenchimento obrigatório se vrRatSusp e vrSenarSusp não tiverem sido preenchidos.
Deve ser um valor maior que 0 (zero)."
"38";"vrRatSusp";"infoProcJud";"E";"N";"0-1";"1-14";"2";"Valor da contribuição para GILRAT com exigibilidade suspensa.
Validação: Preenchimento obrigatório se vrCPSusp e vrSenarSusp não tiverem sido preenchidos.
Deve ser um valor maior que 0 (zero)."
"39";"vrSenarSusp";"infoProcJud";"E";"N";"0-1";"1-14";"2";"Valor da contribuição para o SENAR com exigibilidade suspensa.
Validação: Preenchimento obrigatório se vrCPSusp e vrRatSusp não tiverem sido preenchidos.
Deve ser um valor maior que 0 (zero)."
