"#";"Grupo/Campo";"Grupo Pai";"Elem.";"Tipo";"Ocor.";"Tamanho";"Dec.";"Descrição"
"28";"indRRA";"dmDev";"E";"C";"0-1";"1";"-";"Indicativo de Rendimentos Recebidos Acumuladamente - RRA.
Somente preencher este campo se for um demonstrativo de RRA.
Valores válidos:
S - Sim"
"29";"infoRRA";"dmDev";"G";"-";"0-1";"-";"-";"Informações complementares relativas a Rendimentos Recebidos Acumuladamente - RRA."
"30";"tpProcRRA";"infoRRA";"E";"N";"1";"1";"-";"Preencher com o código correspondente ao tipo de processo.
Valores válidos:
1 - Administrativo
2 - Judicial"
"31";"nrProcRRA";"infoRRA";"E";"C";"0-1";"17, 20 ou 21";"-";"Informar o número do processo/requerimento administrativo/judicial.
Validação: Informação obrigatória se tpProcRRA = [2] e opcional se tpProcRRA = [1]. Deve ser número de processo válido e:
a) Se tpProcRRA = [1], deve possuir 17 (dezessete) ou 21 (vinte e um) algarismos;
b) Se tpProcRRA = [2], deve possuir 20 (vinte) algarismos."
"32";"descRRA";"infoRRA";"E";"C";"1";"1-50";"-";"Descrição dos Rendimentos Recebidos Acumuladamente - RRA."
"33";"qtdMesesRRA";"infoRRA";"E";"N";"1";"1-4";"1";"Número de meses relativo aos Rendimentos Recebidos Acumuladamente - RRA."
"34";"despProcJud";"infoRRA";"G";"-";"0-1";"-";"-";"Detalhamento das despesas com processo judicial."
"35";"vlrDespCustas";"despProcJud";"E";"N";"1";"1-14";"2";"Preencher com o valor das despesas com custas judiciais."
"36";"vlrDespAdvogados";"despProcJud";"E";"N";"1";"1-14";"2";"Preencher com o valor total das despesas com advogado(s)."
"37";"ideAdv";"infoRRA";"G";"-";"0-99";"-";"-";"Identificação dos advogados."
"38";"tpInsc";"ideAdv";"E";"N";"1";"1";"-";"Preencher com o código correspondente ao tipo de inscrição, conforme Tabela 05.
Valores válidos:
1 - CNPJ
2 - CPF"
"39";"nrInsc";"ideAdv";"E";"C";"1";"11 ou 14";"-";"Informar o número de inscrição do advogado.
Validação: Deve ser um número de inscrição válido, de acordo com o tipo de inscrição indicado no campo ideAdv/tpInsc, considerando as particularidades aplicadas à informação de CNPJ de órgão público em S-1000.
Se ideAdv/tpInsc = [1], deve possuir 14 (catorze) algarismos e, no caso de declarante pessoa jurídica, ser diferente do CNPJ base do empregador (exceto se ideEmpregador/nrInsc tiver 14 (catorze) algarismos).
Se ideAdv/tpInsc = [2], deve possuir 11 (onze) algarismos e, no caso de declarante pessoa física, ser diferente do CPF do empregador."
"40";"vlrAdv";"ideAdv";"E";"N";"0-1";"1-14";"2";"Valor da despesa com o advogado, se houver."
"41";"infoPerApur";"dmDev";"G";"-";"0-1";"-";"-";"Informações relativas ao período de apuração."
"42";"ideEstab";"infoPerApur";"G";"-";"1-500";"-";"-";"Identificação da unidade do órgão público na qual o servidor possui remuneração."
"43";"tpInsc";"ideEstab";"E";"N";"1";"1";"-";"Preencher com o código correspondente ao tipo de inscrição, conforme Tabela 05.
Valores válidos:
1 - CNPJ"
"44";"nrInsc";"ideEstab";"E";"C";"1";"14";"-";"Informar o número de inscrição da unidade do órgão público."
"45";"remunPerApur";"ideEstab";"G";"-";"1-8";"-";"-";"Informações relativas à remuneração do trabalhador no período de apuração."
"46";"matricula";"remunPerApur";"E";"C";"0-1";"1-30";"-";"Matrícula atribuída ao trabalhador pela empresa ou, no caso de servidor público, a matrícula constante no Sistema de Administração de Recursos Humanos do órgão.
Validação: Deve corresponder à matrícula informada pelo empregador no evento S-2200 ou S-2300 do respectivo contrato. Não preencher no caso de Trabalhador Sem Vínculo de Emprego/Estatutário - TSVE sem informação de matrícula no evento S-2300 ou, no caso de remunPerAnt, se remunOrgSuc = [S]."
"47";"itensRemun";"remunPerApur";"G";"-";"1-200";"-";"-";"Rubricas que compõem a remuneração do trabalhador."
"48";"codRubr";"itensRemun";"E";"C";"1";"1-30";"-";"Informar o código atribuído pelo empregador que identifica a rubrica em sua folha de pagamento."
"49";"ideTabRubr";"itensRemun";"E";"C";"1";"1-8";"-";"Preencher com o identificador da Tabela de Rubricas para a rubrica definida em codRubr."
"50";"qtdRubr";"itensRemun";"E";"N";"0-1";"1-12";"2";"Informar a quantidade de referência para apuração (em horas, cotas, meses, etc.).
Validação: Deve ser maior que 0 (zero)."
"51";"fatorRubr";"itensRemun";"E";"N";"0-1";"1-5";"2";"Informar o fator, percentual, etc. da rubrica, quando necessário.
Validação: Deve ser maior que 0 (zero)."
"52";"vrRubr";"itensRemun";"E";"N";"1";"1-14";"2";"Valor total da rubrica.
Validação: Deve ser maior que 0 (zero)."
"53";"indApurIR";"itensRemun";"E";"N";"1";"1";"-";"Indicativo de tipo de apuração de IR.
Valores válidos:
0 - Normal (apuração sob a folha de pagamento declarada no eSocial)
1 - Situação especial de apuração de IR"
"54";"infoPerAnt";"dmDev";"G";"-";"0-1";"-";"-";"Grupo destinado às informações de:
a) remuneração relativa a diferenças de vencimento provenientes de disposições legais;
b) verbas de natureza salarial ou não salarial devidas após o desligamento;
c) decisões administrativas ou judiciais relativas a diferenças de remuneração.
OBS.: As informações previstas acima podem se referir ao período de apuração definido em perApur ou a períodos anteriores a perApur."
"55";"remunOrgSuc";"infoPerAnt";"E";"C";"1";"1";"-";"Indicar se a remuneração é relativa a verbas de natureza salarial ou não salarial devidas pelo órgão sucessor a servidor desligado ainda no sucedido.
Valores válidos:
S - Sim
N - Não"
"56";"idePeriodo";"infoPerAnt";"G";"-";"1-180";"-";"-";"Identificação do período ao qual se referem as diferenças de remuneração."
"57";"perRef";"idePeriodo";"E";"C";"1";"7";"-";"Informar o período ao qual se refere o complemento de remuneração, no formato AAAA-MM.
Validação: Deve ser igual ou anterior ao período de apuração informado em perApur.
Deve ser informado no formato AAAA-MM."
"58";"ideEstab";"idePeriodo";"G";"-";"1-500";"-";"-";"Identificação da unidade do órgão público na qual o servidor possui remuneração."
"59";"tpInsc";"ideEstab";"E";"N";"1";"1";"-";"Preencher com o código correspondente ao tipo de inscrição, conforme Tabela 05.
Valores válidos:
1 - CNPJ"
"60";"nrInsc";"ideEstab";"E";"C";"1";"14";"-";"Informar o número de inscrição da unidade do órgão público."
"61";"remunPerAnt";"ideEstab";"G";"-";"1-8";"-";"-";"Informações relativas à remuneração do trabalhador em períodos anteriores."
"...";"";"";"";"";"";"";"";"Ver: ideEstab > remunPerApur"
