"#";"Grupo/Campo";"Grupo Pai";"Elem.";"Tipo";"Ocor.";"Tamanho";"Dec.";"Descrição"
"24";"nrInsc";"infoAmb";"E";"C";"1";"12 ou 14";"-";"Número de inscrição onde está localizado o ambiente.
Validação: Deve ser um identificador válido, compatível com o conteúdo do campo infoAmb/tpInsc e:
a) Se localAmb = [1], deve ser válido e existente na Tabela de Estabelecimentos (S-1005);
b) Se localAmb = [2], deve ser diferente dos estabelecimentos informados na Tabela S-1005 e, se infoAmb/tpInsc = [1] e o empregador for pessoa jurídica, a raiz do CNPJ informado deve ser diferente da constante em S-1000."
"25";"infoAtiv";"infoExpRisco";"G";"-";"1";"-";"-";"Descrição das atividades desempenhadas."
"26";"dscAtivDes";"infoAtiv";"E";"C";"1";"1-999";"-";"Descrição das atividades, físicas ou mentais, realizadas pelo trabalhador, por força do poder de comando a que se submete. As atividades deverão ser escritas com exatidão, e de forma sucinta, com a utilização de verbos no infinitivo impessoal. Ex.: Distribuir panfletos, operar máquina de envase, etc."
"27";"agNoc";"infoExpRisco";"G";"-";"1-999";"-";"-";"Agente(s) nocivo(s) ao(s) qual(is) o trabalhador está exposto."
"28";"codAgNoc";"agNoc";"E";"C";"1";"9";"-";"Informar o código do agente nocivo ao qual o trabalhador está exposto. Preencher com números e pontos. Caso não haja exposição, informar o código [09.01.001] (Ausência de agente nocivo ou de atividades previstas no Anexo IV do Decreto 3.048/1999).
Validação: Deve ser um código válido e existente na Tabela 24. Não é possível informar nenhum outro código de agente nocivo quando houver o código [09.01.001]."
"29";"dscAgNoc";"agNoc";"E";"C";"0-1";"1-100";"-";"Descrição do agente nocivo.
Validação: Preenchimento obrigatório se codAgNoc = [01.01.001, 01.02.001, 01.03.001, 01.04.001, 01.05.001, 01.06.001, 01.07.001, 01.08.001, 01.09.001, 01.10.001, 01.12.001, 01.13.001, 01.14.001, 01.15.001, 01.16.001, 01.17.001, 01.18.001, 05.01.001]."
"30";"tpAval";"agNoc";"E";"N";"0-1";"1";"-";"Tipo de avaliação do agente nocivo.
Valores válidos:
1 - Critério quantitativo
2 - Critério qualitativo
Validação: Preenchimento obrigatório e exclusivo se codAgNoc for diferente de [09.01.001]."
"31";"intConc";"agNoc";"E";"N";"0-1";"1-10";"4";"Intensidade, concentração ou dose da exposição do trabalhador ao agente nocivo cujo critério de avaliação seja quantitativo.
Validação: Preenchimento obrigatório e exclusivo se tpAval = [1]."
"32";"limTol";"agNoc";"E";"N";"0-1";"1-10";"4";"Limite de tolerância calculado para agentes específicos, conforme técnica de medição exigida na legislação.
Validação: Preenchimento obrigatório e exclusivo se tpAval = [1] e codAgNoc = [01.18.001, 02.01.014]."
"33";"unMed";"agNoc";"E";"N";"0-1";"1-2";"-";"Dose ou unidade de medida da intensidade ou concentração do agente.
Valores válidos:
1 - dose diária de ruído
2 - decibel linear (dB (linear))
3 - decibel (C) (dB(C))
4 - decibel (A) (dB(A))
5 - metro por segundo ao quadrado (m/s2)
6 - metro por segundo elevado a 1,75 (m/s1,75)
7 - parte de vapor ou gás por milhão de partes de ar contaminado (ppm)
8 - miligrama por metro cúbico de ar (mg/m3)
9 - fibra por centímetro cúbico (f/cm3)
10 - grau Celsius (ºC)
11 - metro por segundo (m/s)
12 - porcentual
13 - lux (lx)
14 - unidade formadora de colônias por metro cúbico (ufc/m3)
15 - dose diária
16 - dose mensal
17 - dose trimestral
18 - dose anual
19 - watt por metro quadrado (W/m2)
20 - ampère por metro (A/m)
21 - militesla (mT)
22 - microtesla (μT)
23 - miliampère (mA)
24 - quilovolt por metro (kV/m)
25 - volt por metro (V/m)
26 - joule por metro quadrado (J/m2)
27 - milijoule por centímetro quadrado (mJ/cm2)
28 - milisievert (mSv)
29 - milhão de partículas por decímetro cúbico (mppdc)
30 - umidade relativa do ar (UR (%))
Validação: Preenchimento obrigatório e exclusivo se tpAval = [1]."
"34";"tecMedicao";"agNoc";"E";"C";"0-1";"1-40";"-";"Técnica utilizada para medição da intensidade ou concentração.
Validação: Preenchimento obrigatório e exclusivo se tpAval = [1]."
"35";"epcEpi";"agNoc";"G";"-";"0-1";"-";"-";"Informações relativas a Equipamentos de Proteção Coletiva - EPC e Equipamentos de Proteção Individual - EPI."
"36";"utilizEPC";"epcEpi";"E";"N";"1";"1";"-";"O empregador implementa medidas de proteção coletiva (EPC) para eliminar ou reduzir a exposição dos trabalhadores ao agente nocivo?
Valores válidos:
0 - Não se aplica
1 - Não implementa
2 - Implementa"
"37";"eficEpc";"epcEpi";"E";"C";"0-1";"1";"-";"Os EPCs são eficazes na neutralização do risco ao trabalhador?
Valores válidos:
S - Sim
N - Não
Validação: Preenchimento obrigatório e exclusivo se utilizEPC = [2]."
"38";"utilizEPI";"epcEpi";"E";"N";"1";"1";"-";"Utilização de EPI.
Valores válidos:
0 - Não se aplica
1 - Não utilizado
2 - Utilizado"
"39";"eficEpi";"epcEpi";"E";"C";"0-1";"1";"-";"Os EPIs são eficazes na neutralização do risco ao trabalhador?
Valores válidos:
S - Sim
N - Não
Validação: Preenchimento obrigatório e exclusivo se utilizEPI = [2]."
"40";"epi";"epcEpi";"G";"-";"0-50";"-";"-";"EPI."
"41";"docAval";"epi";"E";"C";"1";"1-255";"-";"Certificado de Aprovação - CA ou documento de avaliação do EPI."
"42";"epiCompl";"epcEpi";"G";"-";"0-1";"-";"-";"Requisitos da Norma Regulamentadora 06 - NR-06 e da Norma Regulamentadora 09 - NR-09 pelo(s) EPI(s) informado(s)."
"43";"medProtecao";"epiCompl";"E";"C";"1";"1";"-";"Foi tentada a implementação de medidas de proteção coletiva, de caráter administrativo ou de organização, optando-se pelo EPI por inviabilidade técnica, insuficiência ou interinidade, ou ainda em caráter complementar ou emergencial?
Valores válidos:
S - Sim
N - Não"
"44";"condFuncto";"epiCompl";"E";"C";"1";"1";"-";"Foram observadas as condições de funcionamento do EPI ao longo do tempo, conforme especificação técnica do fabricante nacional ou importador, ajustadas às condições de campo?
Valores válidos:
S - Sim
N - Não"
"45";"usoInint";"epiCompl";"E";"C";"1";"1";"-";"Foi observado o uso ininterrupto do EPI ao longo do tempo, conforme especificação técnica do fabricante nacional ou importador, ajustadas às condições de campo?
Valores válidos:
S - Sim
N - Não"
"46";"przValid";"epiCompl";"E";"C";"1";"1";"-";"Foi observado o prazo de validade do CA no momento da compra do EPI?
Valores válidos:
S - Sim
N - Não"
"47";"periodicTroca";"epiCompl";"E";"C";"1";"1";"-";"É observada a periodicidade de troca definida pelo fabricante nacional ou importador e/ou programas ambientais, comprovada mediante recibo assinado pelo usuário em época própria?
Valores válidos:
S - Sim
N - Não"
"48";"higienizacao";"epiCompl";"E";"C";"1";"1";"-";"É observada a higienização conforme orientação do fabricante nacional ou importador?
Valores válidos:
S - Sim
N - Não"
"49";"respReg";"infoExpRisco";"G";"-";"1-99";"-";"-";"Informações relativas ao responsável pelos registros ambientais."
"50";"cpfResp";"respReg";"E";"C";"1";"11";"-";"Preencher com o CPF do responsável pelos registros ambientais.
Validação: Deve ser um CPF válido."
"51";"ideOC";"respReg";"E";"N";"0-1";"1";"-";"Órgão de classe ao qual o responsável pelos registros ambientais está vinculado.
Valores válidos:
1 - Conselho Regional de Medicina - CRM
4 - Conselho Regional de Engenharia e Agronomia - CREA
9 - Outros
Validação: Preenchimento obrigatório se codAgNoc for diferente de [09.01.001]."
"52";"dscOC";"respReg";"E";"C";"0-1";"1-20";"-";"Descrição (sigla) do órgão de classe ao qual o responsável pelos registros ambientais está vinculado.
Validação: Preenchimento obrigatório e exclusivo se ideOC = [9]."
"53";"nrOC";"respReg";"E";"C";"0-1";"1-14";"-";"Número de inscrição no órgão de classe.
Validação: Preenchimento obrigatório se codAgNoc for diferente de [09.01.001]."
"54";"ufOC";"respReg";"E";"C";"0-1";"2";"-";"Sigla da Unidade da Federação - UF do órgão de classe.
Valores válidos: AC, AL, AP, AM, BA, CE, DF, ES, GO, MA, MT, MS, MG, PA, PB, PR, PE, PI, RJ, RN, RS, RO, RR, SC, SP, SE, TO
Validação: Preenchimento obrigatório se codAgNoc for diferente de [09.01.001]."
"55";"obs";"infoExpRisco";"G";"-";"0-1";"-";"-";"Observações relativas a registros ambientais."
"56";"obsCompl";"obs";"E";"C";"1";"1-999";"-";"Observação(ões) complementar(es) referente(s) a registros ambientais."
