"#";"Grupo/Campo";"Grupo Pai";"Elem.";"Tipo";"Ocor.";"Tamanho";"Dec.";"Descrição"
"13";"ideEmpregador";"evtInfoComplPer";"G";"-";"1";"-";"-";"Informações de identificação do empregador."
"14";"tpInsc";"ideEmpregador";"E";"N";"1";"1";"-";"Preencher com o código correspondente ao tipo de inscrição, conforme Tabela 05.
Valores válidos:
1 - CNPJ
2 - CPF"
"15";"nrInsc";"ideEmpregador";"E";"C";"1";"8, 11 ou 14";"-";"Informar o número de inscrição do contribuinte de acordo com o tipo de inscrição indicado no campo ideEmpregador/tpInsc e conforme informado em S-1000."
"16";"infoSubstPatr";"evtInfoComplPer";"G";"-";"0-1";"-";"-";"Grupo preenchido exclusivamente por empresa enquadrada nos arts. 7º a 9º da Lei 12.546/2011, conforme classificação tributária indicada no evento S-1000."
"17";"indSubstPatr";"infoSubstPatr";"E";"N";"1";"1";"-";"Indicativo de substituição da contribuição previdenciária patronal.
Valores válidos:
1 - Integralmente substituída
2 - Parcialmente substituída"
"18";"percRedContrib";"infoSubstPatr";"E";"N";"1";"1-5";"2";"Percentual não substituído pela contribuição prevista na Lei 12.546/2011.
Informar 0 (zero) se indSubstPatr = [1]. Caso contrário, preencher com o percentual correspondente à razão entre a receita de atividades não relacionadas nos arts. 7º e 8º da Lei 12.546/2011 e a receita bruta total.
Validação: Se indSubstPatr = [1], informar 0 (zero)."
"19";"infoSubstPatrOpPort";"evtInfoComplPer";"G";"-";"0-9999";"-";"-";"Grupo preenchido exclusivamente pelo Órgão Gestor de Mão de Obra - OGMO (classTrib em S-1000 = [09]), listando apenas seus códigos de lotação com operadores portuários enquadrados nos arts. 7º a 9º da Lei 12.546/2011."
"20";"codLotacao";"infoSubstPatrOpPort";"E";"C";"1";"1-30";"-";"Informar o código atribuído pelo empregador para a lotação tributária.
Validação: Deve ser um código válido e existente na Tabela de Lotações Tributárias (S-1020), com tpLotacao = [08]."
"21";"infoAtivConcom";"evtInfoComplPer";"G";"-";"0-1";"-";"-";"Grupo preenchido por empresa enquadrada no regime de tributação Simples Nacional com tributação previdenciária substituída e não substituída."
"22";"fatorMes";"infoAtivConcom";"E";"N";"1";"1-5";"2";"Informe o fator a ser utilizado para cálculo da contribuição patronal do mês dos trabalhadores envolvidos na execução das atividades enquadradas no Anexo IV em conjunto com as dos Anexos I a III e V da Lei Complementar 123/2006."
"23";"fator13";"infoAtivConcom";"E";"N";"1";"1-5";"2";"Informe o fator a ser utilizado para cálculo da contribuição patronal do décimo terceiro dos trabalhadores envolvidos na execução das atividades enquadradas no Anexo IV em conjunto com as dos Anexos I a III e V da Lei Complementar 123/2006."
"24";"infoPercTransf11096";"evtInfoComplPer";"G";"-";"0-1";"-";"-";"Grupo preenchido por entidade que tenha se transformado em sociedade de fins lucrativos nos termos e no prazo da Lei 11.096/2005."
"25";"percTransf";"infoPercTransf11096";"E";"N";"1";"1";"-";"Informe o percentual de contribuição social devida em caso de transformação em sociedade de fins lucrativos - Lei 11.096/2005.
Valores válidos:
1 - 0,2000
2 - 0,4000
3 - 0,6000
4 - 0,8000
5 - 1,0000"
