"#";"Grupo/Campo";"Grupo Pai";"Elem.";"Tipo";"Ocor.";"Tamanho";"Dec.";"Descrição"
"11";"tpInsc";"ideEmpregador";"E";"N";"1";"1";"-";"Preencher com o código correspondente ao tipo de inscrição, conforme Tabela 05.
Valores válidos:
1 - CNPJ
2 - CPF"
"12";"nrInsc";"ideEmpregador";"E";"C";"1";"8, 11 ou 14";"-";"Informar o número de inscrição do contribuinte de acordo com o tipo de inscrição indicado no campo ideEmpregador/tpInsc e conforme informado em S-1000."
"13";"ideVinculo";"evtMonit";"G";"-";"1";"-";"-";"Informações de identificação do trabalhador e do vínculo."
"14";"cpfTrab";"ideVinculo";"E";"C";"1";"11";"-";"Preencher com o número do CPF do trabalhador."
"15";"matricula";"ideVinculo";"E";"C";"0-1";"1-30";"-";"Matrícula atribuída ao trabalhador pela empresa ou, no caso de servidor público, a matrícula constante no Sistema de Administração de Recursos Humanos do órgão.
Validação: Deve corresponder à matrícula informada pelo empregador no evento S-2190, S-2200 ou S-2300 do respectivo contrato. Não preencher no caso de Trabalhador Sem Vínculo de Emprego/Estatutário - TSVE sem informação de matrícula no evento S-2300."
"16";"codCateg";"ideVinculo";"E";"N";"0-1";"3";"-";"Preencher com o código da categoria do trabalhador.
Informar somente no caso de TSVE sem informação de matrícula no evento S-2300.
Validação: Informação obrigatória e exclusiva se não houver preenchimento de matricula. Se informado, deve ser um código válido e existente na Tabela 01."
"17";"exMedOcup";"evtMonit";"G";"-";"1";"-";"-";"Informações do exame médico ocupacional."
"18";"tpExameOcup";"exMedOcup";"E";"N";"1";"1";"-";"Tipo do exame médico ocupacional.
Valores válidos:
0 - Exame médico admissional
1 - Exame médico periódico, conforme Norma Regulamentadora 07 - NR-07 e/ou planejamento do Programa de Controle Médico de Saúde Ocupacional - PCMSO
2 - Exame médico de retorno ao trabalho
3 - Exame médico de mudança de função ou de mudança de risco ocupacional
4 - Exame médico de monitoração pontual, não enquadrado nos demais casos
9 - Exame médico demissional
Validação: Se informado [0], não pode existir outro evento S-2220 para o mesmo contrato com dtAso anterior."
"19";"aso";"exMedOcup";"G";"-";"1";"-";"-";"Detalhamento das informações do Atestado de Saúde Ocupacional - ASO."
"20";"dtAso";"aso";"E";"D";"1";"-";"-";"Data de emissão do ASO.
Validação: Deve ser uma data válida, igual ou anterior à data atual e igual ou posterior à data de início da obrigatoriedade deste evento para o empregador no eSocial. Se tpExameOcup for diferente de [0], também deve ser igual ou posterior à data de admissão/exercício ou de início."
"21";"resAso";"aso";"E";"N";"0-1";"1";"-";"Resultado do ASO.
Valores válidos:
1 - Apto
2 - Inapto"
"22";"exame";"aso";"G";"-";"1-99";"-";"-";"Grupo que detalha as avaliações clínicas e os exames complementares porventura realizados pelo trabalhador em virtude do determinado nos Anexos da NR-07, além de outros solicitados pelo médico e os referentes ao ASO."
"23";"dtExm";"exame";"E";"D";"1";"-";"-";"Data do exame realizado.
Validação: Deve ser uma data válida, igual ou anterior à data do ASO informada em dtAso."
"24";"procRealizado";"exame";"E";"N";"1";"4";"-";"Código do procedimento diagnóstico.
Validação: Deve ser um código válido e existente na Tabela 27."
"25";"obsProc";"exame";"E";"C";"0-1";"1-999";"-";"Observação sobre o procedimento diagnóstico realizado.
Validação: Preenchimento obrigatório se procRealizado = [0583, 0998, 0999, 1128, 1230, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 9999]."
"26";"ordExame";"exame";"E";"N";"0-1";"1";"-";"Ordem do exame.
Valores válidos:
1 - Inicial
2 - Sequencial
Validação: Preenchimento obrigatório se procRealizado = [0281]."
"27";"indResult";"exame";"E";"N";"0-1";"1";"-";"Indicação dos resultados.
Valores válidos:
1 - Normal
2 - Alterado
3 - Estável
4 - Agravamento"
"28";"medico";"aso";"G";"-";"1";"-";"-";"Informações sobre o médico emitente do ASO."
"29";"nmMed";"medico";"E";"C";"1";"2-70";"-";"Preencher com o nome do médico emitente do ASO."
"30";"nrCRM";"medico";"E";"C";"1";"1-8";"-";"Número de inscrição do médico emitente do ASO no Conselho Regional de Medicina - CRM."
"31";"ufCRM";"medico";"E";"C";"1";"2";"-";"Preencher com a sigla da Unidade da Federação - UF de expedição do CRM.
Valores válidos: AC, AL, AP, AM, BA, CE, DF, ES, GO, MA, MT, MS, MG, PA, PB, PR, PE, PI, RJ, RN, RS, RO, RR, SC, SP, SE, TO"
"32";"respMonit";"exMedOcup";"G";"-";"0-1";"-";"-";"Informações sobre o médico responsável/coordenador do PCMSO."
"33";"cpfResp";"respMonit";"E";"C";"0-1";"11";"-";"Preencher com o CPF do médico responsável/coordenador do PCMSO.
Validação: Se informado, deve ser um CPF válido."
"34";"nmResp";"respMonit";"E";"C";"1";"2-70";"-";"Preencher com o nome do médico responsável/coordenador do PCMSO."
"35";"nrCRM";"respMonit";"E";"C";"1";"1-8";"-";"Número de inscrição do médico responsável/coordenador do PCMSO no CRM."
"36";"ufCRM";"respMonit";"E";"C";"1";"2";"-";"Preencher com a sigla da UF de expedição do CRM.
Valores válidos: AC, AL, AP, AM, BA, CE, DF, ES, GO, MA, MT, MS, MG, PA, PB, PR, PE, PI, RJ, RN, RS, RO, RR, SC, SP, SE, TO"
