"#";"Grupo/Campo";"Grupo Pai";"Elem.";"Tipo";"Ocor.";"Tamanho";"Dec.";"Descrição"
"23";"pensAlim";"infoDeslig";"E";"N";"0-1";"1";"-";"Indicativo de pensão alimentícia para fins de retenção de FGTS.
Valores válidos:
0 - Não existe pensão alimentícia
1 - Percentual de pensão alimentícia
2 - Valor de pensão alimentícia
3 - Percentual e valor de pensão alimentícia
Validação: Preenchimento obrigatório e exclusivo se o vínculo for celetista (tpRegTrab em S-2200 = [1])."
"24";"percAliment";"infoDeslig";"E";"N";"0-1";"1-5";"2";"Percentual a ser destinado a pensão alimentícia.
Validação: Deve ser maior que 0 (zero) e menor ou igual a 100 (cem).
Informação obrigatória e exclusiva se pensAlim = [1, 3]."
"25";"vrAlim";"infoDeslig";"E";"N";"0-1";"1-14";"2";"Valor da pensão alimentícia.
Validação: Deve ser maior que 0 (zero).
Informação obrigatória e exclusiva se pensAlim = [2, 3]."
"26";"nrProcTrab";"infoDeslig";"E";"C";"0-1";"20";"-";"Número que identifica o processo trabalhista, quando o desligamento se der por decisão judicial.
Validação: Se preenchido, deve ser um processo judicial válido, com 20 (vinte) algarismos."
"27";"infoInterm";"infoDeslig";"G";"-";"0-31";"-";"-";"Informações relativas ao trabalho intermitente."
"28";"dia";"infoInterm";"E";"N";"1";"1-2";"-";"Dia do mês efetivamente trabalhado pelo empregado com contrato de trabalho intermitente.
Caso não tenha havido trabalho no mês, informar 0 (zero).
Validação: Deve ser um número entre 0 e 31, de acordo com o calendário anual."
"29";"observacoes";"infoDeslig";"G";"-";"0-99";"-";"-";"Observações sobre o desligamento."
"30";"observacao";"observacoes";"E";"C";"1";"1-255";"-";"Observação relevante sobre o desligamento do trabalhador, que não esteja consignada em outros campos."
"31";"sucessaoVinc";"infoDeslig";"G";"-";"0-1";"-";"-";"Grupo preenchido exclusivamente nos casos de sucessão do vínculo trabalhista, com a identificação da empresa sucessora."
"32";"tpInsc";"sucessaoVinc";"E";"N";"1";"1";"-";"Preencher com o código correspondente ao tipo de inscrição, conforme Tabela 05.
Valores válidos:
1 - CNPJ
2 - CPF"
"33";"nrInsc";"sucessaoVinc";"E";"C";"1";"11 ou 14";"-";"Informar o número de inscrição do empregador sucessor, de acordo com o tipo de inscrição indicado no campo sucessaoVinc/tpInsc.
Validação: Deve ser um número de inscrição válido e diferente da inscrição do declarante, considerando as particularidades aplicadas à informação de CNPJ de órgão público em S-1000.
Se sucessaoVinc/tpInsc = [1], deve possuir 14 (catorze) algarismos e ser diferente do CNPJ base do empregador (exceto se ideEmpregador/nrInsc tiver 14 (catorze) algarismos) e dos estabelecimentos informados através do evento S-1005.
Se sucessaoVinc/tpInsc = [2], deve possuir 11 (onze) algarismos."
"34";"transfTit";"infoDeslig";"G";"-";"0-1";"-";"-";"Transferência de titularidade do empregado doméstico para outro representante da mesma unidade familiar."
"35";"cpfSubstituto";"transfTit";"E";"C";"1";"11";"-";"Preencher com o CPF do novo titular.
Validação: Deve ser um CPF válido e diferente do CPF do declarante e do empregado."
"36";"dtNascto";"transfTit";"E";"D";"1";"-";"-";"Preencher com a data de nascimento do novo titular.
Validação: Deve corresponder à data de nascimento cadastrada na base de dados do CPF do cpfSubstituto."
"37";"mudancaCPF";"infoDeslig";"G";"-";"0-1";"-";"-";"Informação do novo CPF do trabalhador."
"38";"novoCPF";"mudancaCPF";"E";"C";"1";"11";"-";"Preencher com o novo CPF do trabalhador.
Validação: Deve ser um CPF válido e diferente do CPF do empregador e do antigo CPF do trabalhador."
"39";"verbasResc";"infoDeslig";"G";"-";"0-1";"-";"-";"Grupo onde são prestadas as informações relativas às verbas devidas ao trabalhador na rescisão contratual."
"40";"dmDev";"verbasResc";"G";"-";"1-50";"-";"-";"Identificação de cada um dos demonstrativos de valores devidos ao trabalhador.
Regra de validação:
REGRA_DEMONSTRATIVO"
"41";"ideDmDev";"dmDev";"E";"C";"1";"1-30";"-";"Identificador atribuído pela empresa para o demonstrativo de valores devidos ao trabalhador relativo a verbas rescisórias.
Validação: Deve ser um identificador único dentro da mesma competência (mês/ano da data de desligamento) para cada um dos demonstrativos do trabalhador.
Regra de validação:
REGRA_CARACTERE_ESPECIAL"
"42";"indRRA";"dmDev";"E";"C";"0-1";"1";"-";"Indicativo de Rendimentos Recebidos Acumuladamente - RRA.
Somente preencher este campo se for um demonstrativo de RRA.
Valores válidos:
S - Sim"
"43";"infoRRA";"dmDev";"G";"-";"0-1";"-";"-";"Informações complementares relativas a Rendimentos Recebidos Acumuladamente - RRA."
"44";"tpProcRRA";"infoRRA";"E";"N";"1";"1";"-";"Preencher com o código correspondente ao tipo de processo.
Valores válidos:
1 - Administrativo
2 - Judicial"
"45";"nrProcRRA";"infoRRA";"E";"C";"0-1";"17, 20 ou 21";"-";"Informar o número do processo/requerimento administrativo/judicial.
Validação: Informação obrigatória se tpProcRRA = [2] e opcional se tpProcRRA = [1]. Deve ser número de processo válido e:
a) Se tpProcRRA = [1], deve possuir 17 (dezessete) ou 21 (vinte e um) algarismos;
b) Se tpProcRRA = [2], deve possuir 20 (vinte) algarismos."
"46";"descRRA";"infoRRA";"E";"C";"1";"1-50";"-";"Descrição dos Rendimentos Recebidos Acumuladamente - RRA."
"47";"qtdMesesRRA";"infoRRA";"E";"N";"1";"1-4";"1";"Número de meses relativo aos Rendimentos Recebidos Acumuladamente - RRA."
"48";"despProcJud";"infoRRA";"G";"-";"0-1";"-";"-";"Detalhamento das despesas com processo judicial."
"49";"vlrDespCustas";"despProcJud";"E";"N";"1";"1-14";"2";"Preencher com o valor das despesas com custas judiciais."
"50";"vlrDespAdvogados";"despProcJud";"E";"N";"1";"1-14";"2";"Preencher com o valor total das despesas com advogado(s)."
"51";"ideAdv";"infoRRA";"G";"-";"0-99";"-";"-";"Identificação dos advogados."
"52";"tpInsc";"ideAdv";"E";"N";"1";"1";"-";"Preencher com o código correspondente ao tipo de inscrição, conforme Tabela 05.
Valores válidos:
1 - CNPJ
2 - CPF"
"53";"nrInsc";"ideAdv";"E";"C";"1";"11 ou 14";"-";"Informar o número de inscrição do advogado.
Validação: Deve ser um número de inscrição válido, de acordo com o tipo de inscrição indicado no campo ideAdv/tpInsc, considerando as particularidades aplicadas à informação de CNPJ de órgão público em S-1000.
Se ideAdv/tpInsc = [1], deve possuir 14 (catorze) algarismos e, no caso de declarante pessoa jurídica, ser diferente do CNPJ base do empregador (exceto se ideEmpregador/nrInsc tiver 14 (catorze) algarismos).
Se ideAdv/tpInsc = [2], deve possuir 11 (onze) algarismos e, no caso de declarante pessoa física, ser diferente do CPF do empregador."
"54";"vlrAdv";"ideAdv";"E";"N";"0-1";"1-14";"2";"Valor da despesa com o advogado, se houver."
"55";"infoPerApur";"dmDev";"G";"-";"0-1";"-";"-";"Verbas rescisórias relativas ao mês/ano da data do desligamento."
"56";"ideEstabLot";"infoPerApur";"G";"-";"1-24";"-";"-";"Identificação do estabelecimento e da lotação nos quais o trabalhador possui remuneração no período de apuração. O estabelecimento identificado no grupo pode ser: o número do CNPJ do estabelecimento da própria empresa (matriz/filial), o número da obra (própria) no CNO, ou o número do CAEPF (no caso de pessoa física obrigada a inscrição no Cadastro de Atividade Econômica da Pessoa Física)."
"57";"tpInsc";"ideEstabLot";"E";"N";"1";"1";"-";"Preencher com o código correspondente ao tipo de inscrição do estabelecimento, de acordo com as opções da Tabela 05.
Valores válidos:
1 - CNPJ
3 - CAEPF
4 - CNO
Validação: Se classTrib em S-1000 = [21, 22], deve ser igual a [3, 4].
Se classTrib em S-1000 = [04], deve ser igual a [1].
Nos demais casos (classTrib em S-1000 diferente de [04, 21, 22]), deve ser igual a [1, 4]."
"58";"nrInsc";"ideEstabLot";"E";"C";"1";"12 ou 14";"-";"Informar o número de inscrição do estabelecimento do contribuinte de acordo com o tipo de inscrição indicado no campo ideEstabLot/tpInsc.
Validação: A inscrição informada deve ser compatível com ideEstabLot/tpInsc."
"59";"codLotacao";"ideEstabLot";"E";"C";"1";"1-30";"-";"Informar o código atribuído pelo empregador para a lotação tributária."
"60";"detVerbas";"ideEstabLot";"G";"-";"1-200";"-";"-";"Detalhamento das verbas rescisórias devidas ao trabalhador. Deve haver pelo menos uma rubrica de folha, mesmo que o valor líquido a ser pago ao trabalhador seja 0 (zero) em função de descontos."
"61";"codRubr";"detVerbas";"E";"C";"1";"1-30";"-";"Informar o código atribuído pelo empregador que identifica a rubrica em sua folha de pagamento ou o código da rubrica constante da Tabela de Rubricas Padrão.
Validação: Não pode ser utilizada rubrica cuja natRubr em S-1010 seja igual a [1801, 9220], desde que mês/ano de dtDeslig >= [2021-07]."
"62";"ideTabRubr";"detVerbas";"E";"C";"1";"1-8";"-";"Preencher com o identificador da Tabela de Rubricas para a rubrica definida em codRubr."
"63";"qtdRubr";"detVerbas";"E";"N";"0-1";"1-12";"2";"Informar a quantidade de referência para apuração (em horas, cotas, meses, etc.). Ex.: Quantidade de horas extras trabalhadas relacionada com uma rubrica de hora extra, quantidade de dias trabalhados relacionada com uma rubrica de salário, etc.
Validação: Deve ser maior que 0 (zero)."
"64";"fatorRubr";"detVerbas";"E";"N";"0-1";"1-5";"2";"Informar o fator, percentual, etc. da rubrica, quando necessário. Ex.: Adicional de horas extras 50%, relacionado a uma rubrica de horas extras: Fator = 50.
Validação: Deve ser maior que 0 (zero)."
"65";"vrRubr";"detVerbas";"E";"N";"1";"1-14";"2";"Valor total da rubrica.
Validação: Deve ser maior que 0 (zero)."
"66";"indApurIR";"detVerbas";"E";"N";"0-1";"1";"-";"Indicativo de tipo de apuração de IR.
Valores válidos:
0 - Normal (apuração sob a folha de pagamento declarada no eSocial)
1 - Situação especial de apuração de IR
Validação: Informação obrigatória e exclusiva se mês/ano de dtDeslig >= [2021-07]."
"67";"infoAgNocivo";"ideEstabLot";"G";"-";"0-1";"-";"-";"Grupo referente ao detalhamento do grau de exposição do trabalhador aos agentes nocivos que ensejam a cobrança da contribuição adicional para financiamento dos benefícios de aposentadoria especial."
"68";"grauExp";"infoAgNocivo";"E";"N";"1";"1";"-";"Preencher com o código que representa o grau de exposição a agentes nocivos, conforme Tabela 02.
Valores válidos:
1 - Não ensejador de aposentadoria especial
2 - Ensejador de aposentadoria especial - FAE15_12% (15 anos de contribuição e alíquota de 12%)
3 - Ensejador de aposentadoria especial - FAE20_09% (20 anos de contribuição e alíquota de 9%)
4 - Ensejador de aposentadoria especial - FAE25_06% (25 anos de contribuição e alíquota de 6%)"
"69";"infoSimples";"ideEstabLot";"G";"-";"0-1";"-";"-";"Informação relativa a empresas enquadradas no regime de tributação Simples Nacional."
"70";"indSimples";"infoSimples";"E";"N";"1";"1";"-";"Indicador de contribuição substituída.
Valores válidos:
1 - Contribuição substituída integralmente
2 - Contribuição não substituída
3 - Contribuição não substituída concomitante com contribuição substituída"
"71";"infoPerAnt";"dmDev";"G";"-";"0-1";"-";"-";"Remuneração relativa a períodos anteriores, devida em função de acordos coletivos, legislação específica, convenção coletiva de trabalho, dissídio ou conversão de licença saúde em acidente de trabalho."
"72";"ideADC";"infoPerAnt";"G";"-";"1-8";"-";"-";"Identificação do instrumento ou situação ensejadora da remuneração relativa a períodos de apuração anteriores."
"73";"dtAcConv";"ideADC";"E";"D";"0-1";"-";"-";"Data da assinatura do acordo, convenção coletiva, sentença normativa ou da conversão da licença saúde em acidente de trabalho.
Validação: Informação obrigatória se tpAcConv = [A, B, C, D, E]. Se preenchida, seu mês/ano deve ser igual ou anterior ao mês/ano da data de desligamento, em dtDeslig. A data deve ser igual ou posterior a 01/01/1890."
"74";"tpAcConv";"ideADC";"E";"C";"1";"1";"-";"Tipo do instrumento ou situação ensejadora da remuneração relativa a períodos de apuração anteriores.
Valores válidos:
A - Acordo Coletivo de Trabalho
B - Legislação federal, estadual, municipal ou distrital
C - Convenção Coletiva de Trabalho
D - Sentença normativa - Dissídio
E - Conversão de licença saúde em acidente de trabalho
G - Antecipação de diferenças de acordo, convenção ou dissídio coletivo
H - Recolhimento mensal de FGTS anterior ao início de obrigatoriedade dos eventos periódicos
I - Sentença judicial (exceto reclamatória trabalhista)
Validação: Se classTrib em S-1000 = [04, 22], não pode ser informado [E, H]."
"75";"dsc";"ideADC";"E";"C";"1";"1-255";"-";"Descrição do instrumento ou situação que originou o pagamento das verbas relativas a períodos anteriores."
"76";"idePeriodo";"ideADC";"G";"-";"1-180";"-";"-";"Identificação do período ao qual se referem as diferenças de remuneração."
"77";"perRef";"idePeriodo";"E";"C";"1";"7";"-";"Informar o período ao qual se refere o complemento de remuneração, no formato AAAA-MM.
Validação: Deve ser igual ou anterior ao mês/ano da data do desligamento, informada em dtDeslig.
Deve ser informado no formato AAAA-MM.
Se tpAcConv = [H], deve ser anterior ao início dos eventos periódicos para o empregador no eSocial."
"78";"ideEstabLot";"idePeriodo";"G";"-";"1-24";"-";"-";"Identificação do estabelecimento e da lotação aos quais se referem as diferenças de remuneração do mês identificado no grupo superior."
"...";"";"";"";"";"";"";"";"Ver: infoPerApur > ideEstabLot"
"79";"procJudTrab";"verbasResc";"G";"-";"0-99";"-";"-";"Informações sobre a existência de processos judiciais do trabalhador com decisão favorável quanto à não incidência de contribuições sociais e/ou Imposto de Renda."
"80";"tpTrib";"procJudTrab";"E";"N";"1";"1";"-";"Abrangência da decisão.
Valores válidos:
1 - IRRF
2 - Contribuições sociais do trabalhador"
"81";"nrProcJud";"procJudTrab";"E";"C";"1";"20";"-";"Informar um número de processo judicial cadastrado através do evento S-1070, cujo indMatProc seja igual a [1].
Validação: Deve ser um número de processo judicial válido e existente na Tabela de Processos (S-1070), com indMatProc = [1]."
"82";"codSusp";"procJudTrab";"E";"N";"1";"1-14";"-";"Código do indicativo da suspensão, atribuído pelo empregador em S-1070.
Validação: A informação prestada deve estar de acordo com o que foi informado em S-1070."
"83";"infoMV";"verbasResc";"G";"-";"0-1";"-";"-";"Grupo preenchido exclusivamente em caso de trabalhador que possua outros vínculos/atividades nos quais já tenha ocorrido desconto de contribuição previdenciária."
"84";"indMV";"infoMV";"E";"N";"1";"1";"-";"Indicador de desconto da contribuição previdenciária do trabalhador.
Valores válidos:
1 - O declarante aplica a(s) alíquota(s) de desconto do segurado sobre a remuneração por ele informada (o percentual da(s) alíquota(s) será(ão) obtido(s) considerando a remuneração total do trabalhador)
2 - O declarante aplica a(s) alíquota(s) de desconto do segurado sobre a diferença entre o limite máximo do salário de contribuição e a remuneração de outra(s) empresa(s) para as quais o trabalhador informou que houve o desconto
3 - O declarante não realiza desconto do segurado, uma vez que houve desconto sobre o limite máximo de salário de contribuição em outra(s) empresa(s)"
"85";"remunOutrEmpr";"infoMV";"G";"-";"1-999";"-";"-";"Informações relativas ao trabalhador que possui vínculo empregatício com outra(s) empresa(s) e/ou que exerce outras atividades como contribuinte individual, detalhando as empresas que efetuaram (ou efetuarão) desconto da contribuição."
"86";"tpInsc";"remunOutrEmpr";"E";"N";"1";"1";"-";"Preencher com o código correspondente ao tipo de inscrição, conforme Tabela 05.
Valores válidos:
1 - CNPJ
2 - CPF"
"87";"nrInsc";"remunOutrEmpr";"E";"C";"1";"11 ou 14";"-";"Informar o número de inscrição do contribuinte de acordo com o tipo de inscrição indicado no campo remunOutrEmpr/tpInsc.
Validação: a) Se remunOutrEmpr/tpInsc = [1], deve ser um CNPJ válido, diferente do CNPJ base indicado no evento de Informações do Empregador (S-1000) e dos estabelecimentos informados através do evento S-1005.
b) Se remunOutrEmpr/tpInsc = [2], deve ser um CPF válido e diferente do CPF do trabalhador e ainda, caso o empregador seja pessoa física, diferente do CPF do empregador."
"88";"codCateg";"remunOutrEmpr";"E";"N";"1";"3";"-";"Preencher com o código da categoria do trabalhador na qual houve a remuneração.
Validação: Deve ser um código válido e existente na Tabela 01."
"89";"vlrRemunOE";"remunOutrEmpr";"E";"N";"1";"1-14";"2";"Preencher com o valor da remuneração recebida pelo trabalhador na outra empresa/atividade, sobre a qual houve desconto/recolhimento da contribuição do segurado.
Validação: Deve ser maior que 0 (zero)."
"90";"procCS";"verbasResc";"G";"-";"0-1";"-";"-";"Informação sobre processo judicial que suspende a exigibilidade da Contribuição Social Rescisória."
"91";"nrProcJud";"procCS";"E";"C";"1";"20";"-";"Informar um número de processo judicial cadastrado através do evento S-1070, cujo indMatProc seja igual a [1, 7].
Validação: Deve ser um número de processo judicial válido e existente na Tabela de Processos (S-1070), com indMatProc = [1, 7]."
"92";"remunAposDeslig";"infoDeslig";"G";"-";"0-1";"-";"-";"Informações sobre a "quarentena" remunerada de trabalhador desligado ou outra situação de desligamento com data anterior.
O grupo deve ser preenchido apenas no caso do trabalhador que recebe remuneração após o desligamento por estar impossibilitado de exercer atividade remunerada, no caso de desligamento reconhecido judicialmente com data anterior a competências com remunerações já informadas ou em caso de concessão de aposentadoria de servidor com data anterior a competências com remunerações já informadas no eSocial."
"93";"indRemun";"remunAposDeslig";"E";"N";"0-1";"1";"-";"Indicativo de situação de remuneração após o desligamento.
Valores válidos:
1 - Quarentena
2 - Desligamento reconhecido judicialmente com data anterior a competências com remunerações já informadas no eSocial
3 - Aposentadoria de servidor com data anterior a competências com remunerações já informadas no eSocial
Validação: Informação obrigatória se dtDeslig >= [2023-01-16]."
"94";"dtFimRemun";"remunAposDeslig";"E";"D";"1";"-";"-";"Preencher com a data final da quarentena a que está sujeito o trabalhador. No caso de desligamento reconhecido judicialmente ou de concessão de aposentadoria de servidor com data anterior a competências com remunerações já informadas no eSocial, informar o último dia trabalhado.
Validação: Deve ser uma data posterior a dtDeslig."
"95";"consigFGTS";"infoDeslig";"G";"-";"0-99";"-";"-";"Informações sobre operação de crédito consignado com garantia de FGTS."
"96";"insConsig";"consigFGTS";"E";"C";"1";"1-5";"-";"Matrícula da instituição consignatária, cadastrada na Caixa Econômica Federal."
"97";"nrContr";"consigFGTS";"E";"C";"1";"1-40";"-";"Número do contrato de empréstimo consignado existente na instituição consignatária."
